player_name,total_runs,total_wickets,strike_rate,economy_rate,is_opener,is_finisher,is_death_bowler,is_economical,seasons_played,num_seasons,teams_played_for,num_teams,one_franchise,active_recent,early_ipl_era,played_for_csk,played_for_mi,played_for_rcb,played_for_kkr,played_for_srh,played_for_dc,played_for_dd,played_for_pbks,played_for_kxip,played_for_rr,played_for_gl,played_for_rps,played_for_ktr,played_for_pwi,played_for_dh,played_for_gt,played_for_lsg,primary_role,secondary_role,nationality,batting_hand,bowling_style,is_wicketkeeper,is_captain,is_power_hitter,is_anchor,is_spinner,is_pacer,is_all_rounder,is_clutch,won_orange_cap,won_purple_cap,won_ipl_title,is_international_star,personality_tag,legacy_team,fan_perception,iconic_moment
Mayank Dagar,0,2,0.0,8.89,False,False,False,False,[2024],1,['Royal Challengers Bengaluru'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Left-arm Fast,False,False,False,False,True,True,False,False,False,False,False,False,,,,
RJW Topley,3,5,50.0,11.1,False,False,False,False,[2024],1,['Royal Challengers Bengaluru'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Left-arm Fast,False,False,False,False,False,True,False,False,False,False,False,True,,,,
A Raghuvanshi,645,0,147.6,0.0,False,False,False,False,"[2024, 2025, 2026]",3,['Kolkata Knight Riders'],1,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
Ashutosh Sharma,412,0,164.8,0.0,False,False,False,False,"[2024, 2025, 2026]",3,"['Punjab Kings', 'Delhi Capitals']",2,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
Nithish Kumar Reddy,609,7,137.78,10.66,False,False,False,False,"[2024, 2025, 2026]",3,['Sunrisers Hyderabad'],1,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
Saurav Chauhan,18,0,120.0,0.0,False,False,False,False,[2024],1,['Royal Challengers Bengaluru'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,
Kumar Kushagra,21,0,100.0,0.0,False,False,False,False,"[2024, 2026]",2,"['Delhi Capitals', 'Gujarat Titans']",2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,One word: Aggressive | Calm | Finisher | Maverick | Consistent | Match-winner,,,
BR Sharath,2,0,40.0,0.0,False,False,False,False,[2024],1,['Gujarat Titans'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
WG Jacks,463,8,152.81,9.57,False,False,False,False,"[2024, 2025]",2,"['Royal Challengers Bengaluru', 'Mumbai Indians']",2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,True,,,,
J Fraser-McGurk,385,0,199.48,0.0,True,False,False,False,"[2024, 2025]",2,['Delhi Capitals'],1,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Overseas,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,
Tanush Kotian,24,0,77.42,0.0,True,False,False,False,[2024],1,['Rajasthan Royals'],1,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,,,,
KA Maharaj,1,2,50.0,6.5,False,False,False,False,[2024],1,['Rajasthan Royals'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Left-arm spin,False,False,False,False,True,False,False,False,False,False,False,False,,,,
Arshad Khan (2),5,0,125.0,12.0,False,False,False,False,[2024],1,['Lucknow Super Giants'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
R Sai Kishore,18,32,112.5,8.86,False,False,False,False,"[2024, 2025]",2,['Gujarat Titans'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Left-arm spin,False,False,False,False,True,False,False,False,False,False,False,False,,,,
L Wood,9,1,300.0,15.5,False,False,False,False,[2024],1,['Mumbai Indians'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
LB Williams,1,1,50.0,12.0,False,False,False,False,[2024],1,['Delhi Capitals'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Maverick,,,
AA Kulkarni,9,0,112.5,0.0,True,False,False,False,[2024],1,['Lucknow Super Giants'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,True,True,False,False,False,False,False,False,,,,
MJ Suthar,1,0,50.0,13.0,False,False,False,False,[2024],1,['Gujarat Titans'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
RJ Gleeson,2,2,100.0,9.71,False,False,False,False,[2024],1,['Chennai Super Kings'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
Gulbadin Naib,19,0,126.67,12.0,False,False,False,False,[2024],1,['Delhi Capitals'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Medium,False,False,False,False,False,True,True,False,False,False,False,True,,,,
D Ferreira,79,0,129.51,0.0,False,False,False,False,"[2024, 2025, 2026]",3,"['Rajasthan Royals', 'Delhi Capitals']",2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Maverick,,,
A Kamboj,42,20,116.67,9.47,False,False,False,False,"[2024, 2025, 2026]",3,"['Mumbai Indians', 'Chennai Super Kings']",2,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,
T Kohler-Cadmore,48,0,88.89,0.0,True,False,False,False,[2024],1,['Rajasthan Royals'],1,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Batsman,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
Shivam Singh,2,0,66.67,0.0,False,False,False,False,[2024],1,['Punjab Kings'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,,,,
V Viyaskanth,7,1,140.0,8.6,False,False,False,False,[2024],1,['Sunrisers Hyderabad'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
Aniket Verma,306,0,167.21,0.0,False,False,False,False,"[2025, 2026]",2,['Sunrisers Hyderabad'],1,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,,,,
RD Rickelton,525,0,152.17,0.0,True,False,False,False,"[2025, 2026]",2,['Mumbai Indians'],1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
R Minz,6,0,40.0,0.0,False,False,False,False,[2025],1,['Mumbai Indians'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,
PVSN Raju,1,1,100.0,13.25,False,False,False,False,[2025],1,['Mumbai Indians'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
V Nigam,154,12,179.07,9.34,False,False,False,False,"[2025, 2026]",2,['Delhi Capitals'],1,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,
Priyansh Arya,663,0,191.07,0.0,True,False,False,False,"[2025, 2026]",2,['Punjab Kings'],1,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,One word: Aggressive | Calm | Finisher | Maverick | Consistent | Match-winner,,,
PWA Mulder,9,0,81.82,16.0,False,False,False,False,[2025],1,['Sunrisers Hyderabad'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
J Overton,102,5,156.92,11.12,False,False,False,False,"[2025, 2026]",2,['Chennai Super Kings'],1,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
PHKD Mendis,92,2,133.33,8.57,False,False,False,False,[2025],1,['Sunrisers Hyderabad'],1,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Leg-spin,False,False,False,False,True,False,True,False,False,False,False,True,Aggressive,,,
Suryansh Shedge,7,0,63.64,13.33,False,False,False,False,[2025],1,['Punjab Kings'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Aggressive,,,
SK Rasheed,71,0,112.7,0.0,True,False,False,False,[2025],1,['Chennai Super Kings'],1,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
JP Inglis,278,0,162.57,0.0,False,False,False,False,[2025],1,['Punjab Kings'],1,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Maverick,,,
XC Bartlett,22,6,110.0,9.76,False,False,False,False,"[2025, 2026]",2,['Punjab Kings'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
MS Bhandage,1,0,25.0,0.0,False,False,False,False,[2025],1,['Royal Challengers Bengaluru'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Match-winner,,,
V Suryavanshi,452,0,228.28,0.0,True,False,False,False,"[2025, 2026]",2,['Rajasthan Royals'],1,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
A Mhatre,411,0,181.06,0.0,False,False,False,False,"[2025, 2026]",2,['Chennai Super Kings'],1,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,One word: Aggressive | Calm | Finisher | Maverick | Consistent | Match-winner,,,
C Bosch,58,2,161.11,9.25,False,False,False,False,"[2025, 2026]",2,['Mumbai Indians'],1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
Prince Yadav,5,12,50.0,9.53,False,False,False,False,[2025],1,['Lucknow Super Giants'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,One word: Aggressive | Calm | Finisher | Maverick | Consistent | Match-winner,,,
DS Rathi,1,17,16.67,8.56,False,False,False,False,"[2025, 2026]",2,['Lucknow Super Giants'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
JG Bethell,67,0,171.79,0.0,True,False,False,False,[2025],1,['Royal Challengers Bengaluru'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
KS Rathore,0,0,0.0,0.0,False,False,False,False,[2025],1,['Rajasthan Royals'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | All-rounder,,Indian,Right,Right-arm Fast | Off-spin,False,False,False,False,False,True,True,False,False,False,False,False,Aggressive,,,
Urvil Patel,68,0,212.5,0.0,False,False,False,False,[2025],1,['Chennai Super Kings'],1,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Aggressive,,,
MJ Owen,0,0,0.0,0.0,False,False,False,False,[2025],1,['Punjab Kings'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
KT Maphaka,8,2,400.0,13.0,False,False,False,False,[2025],1,['Rajasthan Royals'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,,,False,False,False,False,False,False,True,False,False,False,False,False,,,,
M Tiwari,3,0,75.0,14.0,False,False,False,False,[2025],1,['Delhi Capitals'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,,,,
L Ngidi,3,34,42.86,8.43,False,False,False,False,"[2025, 2026]",2,"['Royal Challengers Bengaluru', 'Delhi Capitals']",2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,True,,,,
Sediqullah Atal,22,0,137.5,0.0,False,False,False,False,[2025],1,['Delhi Capitals'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Overseas,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,
MP Breetzke,14,0,116.67,0.0,True,False,False,False,[2025],1,['Lucknow Super Giants'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
Musheer Khan,0,1,0.0,13.5,False,False,False,False,[2025],1,['Punjab Kings'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
BKG Mendis,20,0,200.0,0.0,False,False,False,False,[2025],1,['Gujarat Titans'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Leg-spin,False,False,False,False,True,False,True,False,False,False,False,True,,,,
S Arora,42,0,150.0,0.0,False,False,False,False,[2026],1,['Sunrisers Hyderabad'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,
Harsh Dubey,13,10,144.44,9.12,False,False,False,False,[2026],1,['Sunrisers Hyderabad'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,,,,
DA Payne,6,2,120.0,14.0,False,False,False,False,[2026],1,['Sunrisers Hyderabad'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
FH Allen,81,0,192.86,0.0,True,False,False,False,[2026],1,['Kolkata Knight Riders'],1,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Maverick,,,
Kartik Sharma,25,0,119.05,0.0,False,False,False,False,[2026],1,['Chennai Super Kings'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Aggressive,,,
MJ Henry,7,4,70.0,11.52,False,False,False,False,[2026],1,['Chennai Super Kings'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
C Connolly,136,0,151.11,0.0,False,False,False,False,[2026],1,['Punjab Kings'],1,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
MD Choudhary,127,0,149.41,0.0,False,False,False,False,[2026],1,['Lucknow Super Giants'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,,,,
P Nissanka,127,0,153.01,0.0,True,False,False,False,[2026],1,['Delhi Capitals'],1,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Batsman | All-rounder,,Overseas,Right,Right-arm Medium,False,False,False,False,False,False,True,False,False,False,False,True,Consistent,,,
Shivang Kumar,9,4,150.0,8.8,False,False,False,False,[2026],1,['Sunrisers Hyderabad'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,
PR Veer,49,0,136.11,0.0,False,False,False,False,[2026],1,['Chennai Super Kings'],1,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,
Ashok Sharma,0,4,0.0,10.36,False,False,False,False,[2026],1,['Gujarat Titans'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
Auqib Nabi,4,0,200.0,8.5,False,False,False,False,[2026],1,['Delhi Capitals'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
GF Linde,23,0,135.29,8.88,False,False,False,False,[2026],1,['Lucknow Super Giants'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
LG Pretorius,0,0,0.0,0.0,False,False,False,False,[2026],1,['Rajasthan Royals'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
N Burger,3,12,60.0,8.61,False,False,False,False,[2026],1,['Rajasthan Royals'],1,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,
P Amarnath,0,7,0.0,10.73,False,False,False,False,[],0,[],0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast | Off-spin,False,False,False,False,True,True,True,False,False,False,False,False,Aggressive,,,
B Geeves,0,1,0.0,11.38,False,False,False,False,[],0,[],0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
Gagandeep Singh,0,3,0.0,10.07,False,False,False,False,[],0,[],0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
A Nel,0,1,0.0,10.33,False,False,False,False,[],0,[],0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,True,,,,
AM Salvi,0,7,0.0,8.0,False,False,False,False,[],0,[],0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
RR Bose,0,0,0.0,12.0,False,False,False,False,[],0,[],0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Match-winner,,,
SS Sarkar,0,1,0.0,8.16,False,False,False,False,[],0,[],0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,One word: Aggressive | Calm | Finisher | Maverick | Consistent | Match-winner,,,
RA Shaikh,0,0,0.0,11.0,False,False,False,False,[],0,[],0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,
C Ganapathy,0,0,0.0,13.0,False,False,False,False,[],0,[],0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
MB Parmar,0,0,0.0,11.0,False,False,False,False,[],0,[],0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
AA Kazi,0,0,0.0,10.5,False,False,False,False,[],0,[],0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
Anand Rajan,0,8,0.0,8.09,False,False,False,False,[],0,[],0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,,,,
P Prasanth,0,0,0.0,18.0,False,False,False,False,[],0,[],0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
SS Mundhe,0,1,0.0,6.0,False,False,False,False,[],0,[],0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,,,,
RW Price,0,0,0.0,11.0,False,False,False,False,[],0,[],0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
TP Sudhindra,0,1,0.0,11.66,False,False,False,False,[],0,[],0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
BW Hilfenhaus,0,22,0.0,7.73,False,False,False,False,[],0,[],0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,True,,,,
P Suyal,0,2,0.0,9.44,False,False,False,False,[],0,[],0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
